PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.FastaFiles,PG.Qvalue,PG.Cscore,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.Quantity
P62195,P62195,PSMC5,26S proteasome regulatory subunit 8,P62195,PRS8_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,59.25273,5,7,9,24,25,25,24,23,25,6,4,7,24,23,26,20,15,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34790.71484375,40212.828125,48283.06640625,56658.1796875,67372.671875,67719.2734375,59906.5625,51299.78515625,64185.578125,32678.89453125,23794.73046875,24493.625,40756.30078125,40191.8125,42868.94921875,35500.3515625,31978.7421875,30229.0390625
P62241,P62241,RPS8,40S ribosomal protein S8,P62241,RS8_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.18181,20,17,19,12,13,14,20,19,22,21,22,19,14,11,15,22,22,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,595988.0625,351088.125,555201,72253.4453125,82536.7890625,63298.69140625,198764.734375,213441.453125,421833.71875,668161.25,909739.5,413667.34375,106075.2734375,45876.41796875,106618.1484375,577579.375,578757.0625,538998.9375
P62244,P62244,RPS15A,40S ribosomal protein S15a,P62244,RS15A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.40805,18,18,19,13,15,15,20,20,23,21,22,19,15,11,14,22,20,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,280881.78125,174799.078125,269565,75216.078125,82913.0546875,69274.109375,122939.4765625,119410.65625,190864.40625,385647.375,567107.625,199124,70345.5390625,62435.640625,73254.421875,205254.796875,191382.5,172584.609375
P62249,P62249,RPS16,40S ribosomal protein S16,P62249,RS16_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,54.25458,14,14,16,13,14,12,16,18,18,18,18,17,14,14,15,18,17,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,263994.65625,136859.015625,200296.1875,44746.09765625,57608.37109375,50075.5859375,87593.765625,94157.03125,158852.375,247436.328125,336533.1875,158936.515625,81428.109375,68219.109375,93272.6796875,221431.125,223612.421875,213224.96875
P62258,P62258,YWHAE,14-3-3 protein epsilon,P62258,1433E_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.96844,15,21,28,36,39,33,39,39,39,22,15,26,31,29,30,38,23,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36089.61328125,40983.54296875,64689.75,67643.703125,58666.8203125,53518.64453125,84456.703125,57481.05859375,110579.59375,20267.57421875,12608.63671875,31585.708984375,35206.00390625,33287.82421875,33420.671875,76836.21875,17032.150390625,18740.99609375
P62263,P62263,RPS14,40S ribosomal protein S14,P62263,RS14_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.40067,17,17,17,13,14,11,17,17,17,17,17,17,14,10,13,17,17,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,479995.6875,397453.28125,416075.21875,56444.5546875,50996.94140625,54619.39453125,133037.65625,145977.828125,146774.84375,292148.75,339808.21875,203602.21875,38282.58984375,26810.4921875,34664.87890625,125616.125,151949.3125,132862.015625
P62266,P62266,RPS23,40S ribosomal protein S23,P62266,RS23_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.9697,9,9,11,10,8,8,9,9,13,13,15,9,9,9,10,15,11,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,289446.90625,161858.875,229139.375,37481.921875,46409.42578125,35276.39453125,92485.6875,101260.6640625,144689.921875,244844.21875,303797.40625,172850.3125,64534.35546875,59756.25,74883.8046875,238258.59375,203077.953125,226176.859375
P62269,P62269,RPS18,40S ribosomal protein S18,P62269,RS18_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.49761,18,20,17,21,22,21,20,21,22,21,21,20,23,21,23,22,21,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1131372.375,752486.75,1000613.3125,418537.84375,410794.375,333012.71875,434125.96875,483719.1875,772391.75,1323670.75,1825175.625,905145.8125,575113.6875,602856,575350.8125,1069850.375,1106779.625,956519.125
P62273,P62273,RPS29,40S ribosomal protein S29,P62273,RS29_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.015987,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,158840.375,101416.796875,117124.8828125,77194.9765625,71232.453125,109389.65625,80584.75,87207.2734375,82171.6875,103176.765625,114014.6640625,74703.8828125,27031.0859375,42271.44140625,36304.76953125,70773.5546875,81927.078125,82410.5
P62277,P62277,RPS13,40S ribosomal protein S13,P62277,RS13_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.51561,21,17,17,13,16,12,20,21,21,22,22,22,17,10,17,22,22,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,682520.625,423362.5625,611855.4375,63036.62109375,60703.7109375,42278.61328125,207884.71875,220845.546875,381958.28125,846623.4375,1252318.25,534524.0625,84776.9765625,47342.3046875,72328.625,508869.21875,503955.65625,465949.40625
P62280,P62280,RPS11,40S ribosomal protein S11,P62280,RS11_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.48728,17,17,18,13,16,12,17,19,19,18,19,18,15,10,15,19,19,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,66728.6484375,45205.3984375,60022.55859375,11866.9384765625,16070.857421875,10875.1259765625,25170.458984375,25314.74609375,50619.37109375,65412.74609375,88814.25,46375.359375,17597.0546875,7995.0869140625,15262.0146484375,54604.01953125,51029.86328125,45676.67578125
P62304,P62304,SNRPE,Small nuclear ribonucleoprotein E,P62304,RUXE_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,44.654278,3,3,4,4,5,6,7,7,7,7,7,6,7,7,8,7,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,270188.84375,295260.15625,763983.75,128024.984375,120546.2265625,122348.140625,214578.84375,196734.671875,189452.328125,740183.0625,723232.4375,590950.8125,176093.65625,217166.890625,166368.21875,274954.1875,303178.15625,272333.84375
P62306,P62306,SNRPF,Small nuclear ribonucleoprotein F,P62306,RUXF_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,48.22421,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26856.296875,29938.009765625,30990.578125,29384.90625,35336.74609375,34288.390625,45069.015625,41567.25390625,30762.703125,84919.5546875,75533.0390625,70736.375,27635.21484375,27678.802734375,30169.51171875,37647.48046875,38227.9375,44536.76953125
P62310,P62310,LSM3,U6 snRNA-associated Sm-like protein LSm3,P62310,LSM3_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,44.904213,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,126177.1015625,113575.4140625,117755.3984375,221778.421875,162513.703125,95633.640625,173781.75,146769.359375,141216.21875,278044.40625,245568.78125,233372.140625,234160.71875,252592.515625,208407.71875,209898.140625,174063.21875,194211.703125
P62312,P62312,LSM6,U6 snRNA-associated Sm-like protein LSm6,P62312,LSM6_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.866955,3,3,4,4,5,4,4,4,4,4,4,4,5,4,3,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13253.4482421875,20909.9609375,27103.9765625,21796.626953125,17135.587890625,23824.26953125,12199.802734375,12948.837890625,16658.11328125,24283.7734375,20543.734375,21037.361328125,15823.765625,24663.841796875,20667.77734375,17034.484375,11204.8115234375,12996.5361328125
P62314,P62314,SNRPD1,Small nuclear ribonucleoprotein Sm D1,P62314,SMD1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,43.422737,6,8,6,6,7,5,7,7,8,8,8,8,8,6,8,8,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,108584.59375,93983.9765625,97278.5859375,58875.0703125,57007.58203125,63736.6640625,64851.28125,67561.703125,64894.17578125,329675.40625,298624.15625,226356.875,142182.1875,187438.78125,119666.65625,93815.0078125,131916.34375,145322.59375
P62316,P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2,P62316,SMD2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,55.49168,13,14,12,13,14,13,13,14,14,15,15,15,15,15,14,15,15,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,206145.25,252659.53125,225419.59375,126627.90625,154770.8125,133976.734375,151571.1875,150708.9375,153788.234375,863471.3125,824033.375,679863.25,312010.09375,384320.40625,299668.8125,281864.84375,331760.34375,344833.5625
P62318,P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,P62318,SMD3_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.34384,7,6,6,7,8,9,7,8,10,10,10,9,10,9,10,10,10,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,169002.59375,176898.828125,158357.0625,83209.9453125,96124.2890625,87016.71875,102172.34375,114884.8515625,106763.3125,558533.8125,520184.15625,391450.03125,172297.984375,198804,143971.40625,174107.03125,193409.65625,221752.078125
P62328,P62328,TMSB4X,Thymosin beta-4,P62328,TYB4_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.007664009809932557,35.003838,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,697.0374145507812,2.2784619331359863,1.5435422658920288,NaN,934.2666015625,NaN,5069.498046875,NaN,NaN,1122.53466796875,646.94677734375,NaN,819.142333984375,1278.3109130859375,NaN,NaN
P62330,P62330,ARF6,ADP-ribosylation factor 6,P62330,ARF6_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,55.7796,1,0,0,1,2,3,4,3,4,1,2,1,3,3,3,4,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6844.60546875,NaN,NaN,58348.4609375,52307.15625,32625.7890625,16513.970703125,13400.439453125,27507.615234375,8887.0546875,15147.7265625,8901.8828125,11273.9765625,20486.427734375,10968.5263671875,19515.994140625,11195.4140625,9501.1005859375
P62333,P62333,PSMC6,26S proteasome regulatory subunit 10B,P62333,PRS10_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.828377,10,13,10,27,28,26,27,25,27,9,9,12,26,25,26,24,20,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9653.1806640625,13519.5556640625,13130.8984375,23767.208984375,24455.44921875,25190.689453125,21108.220703125,18720.326171875,24247.578125,8613.0478515625,7371.2021484375,10221.5283203125,14550.9716796875,15463.2265625,14798.3544921875,14025.0751953125,12784.236328125,12871.1396484375
P62424,P62424,RPL7A,60S ribosomal protein L7a,P62424,RL7A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,59.25273,26,22,25,17,21,19,31,31,33,34,34,33,24,21,22,34,35,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,449425.03125,290975.21875,332435.65625,56146.50390625,75778.0859375,63612.41015625,219160.75,221328.15625,326270.78125,640587.4375,825089.125,433826.4375,115206.71875,62378.9140625,107253.84375,557092.5,569124,513260.09375
P62487,P62487,POLR2G,DNA-directed RNA polymerase II subunit RPB7,P62487,RPB7_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.025433,3,4,2,4,3,4,6,5,5,5,2,5,6,6,7,6,5,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17860.8828125,13595.478515625,7744.45947265625,16515.931640625,12143.85546875,10156.228515625,21070.34765625,19933.130859375,14010.6826171875,22381.3046875,22211.5546875,23901.759765625,28788.486328125,35156.01953125,31308.33203125,22367.958984375,26508.9375,29576.189453125
P62491;Q15907,P62491;Q15907,RAB11A;RAB11B,Ras-related protein Rab-11A;Ras-related protein Rab-11B,P62491;Q15907,RB11A_HUMAN;RB11B_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,57.569836,3,3,4,5,5,4,5,5,5,3,3,4,5,5,5,4,4,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13842.6982421875,17232.513671875,29384.5390625,38457.125,35013.62109375,23763.0625,30754.73828125,23826.2578125,54125.82421875,13534.1787109375,8265.2255859375,15787.5615234375,21921.5234375,27402.42578125,21440.025390625,32568.173828125,11088.4296875,12646.2314453125
P62495,P62495,ETF1,Eukaryotic peptide chain release factor subunit 1,P62495,ERF1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.80104,9,12,7,13,16,15,16,17,16,10,8,10,11,9,10,15,14,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72407.3203125,74140.015625,71379.8671875,66512.2890625,71150.796875,74172.8671875,69910.375,61795.578125,74447.046875,49575.9765625,51196.2578125,54077.25390625,31106.45703125,32969.24609375,33162.40234375,49328.9296875,45170.8125,35607.625
P62633,P62633,CNBP,CCHC-type zinc finger nucleic acid binding protein,P62633,CNBP_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.112648,6,5,5,4,4,4,6,6,6,0,0,0,0,0,0,3,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34240.1640625,27406.021484375,45521.8984375,13610.7158203125,25386.611328125,35632.8515625,44633.453125,33725.74609375,70975.890625,NaN,NaN,NaN,NaN,NaN,NaN,4498.70458984375,NaN,NaN
P62699,P62699,YPEL5,Protein yippee-like 5,P62699,YPEL5_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,41.011654,0,1,1,3,3,3,2,2,2,1,1,1,3,3,3,2,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,14946.3544921875,16566.30859375,12959.7607421875,10959.736328125,13465.98828125,21323.05078125,17840.41796875,16917.095703125,25785.779296875,25265.443359375,24662.970703125,16485.759765625,16270.76171875,14859.5712890625,14004.0537109375,18701.283203125,23707.701171875
P62701,P62701,RPS4X,"40S ribosomal protein S4, X isoform",P62701,RS4X_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.503983,34,32,35,35,35,34,35,36,37,37,37,34,35,32,34,37,36,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,596092.5,381971.34375,514754.59375,313960.03125,306736.28125,302220.84375,246691.8125,271018.59375,355429.625,513636.03125,696261.3125,359148.5625,257895.90625,228340.5625,239242.078125,439264.5,433267.5,406840.125
P62714,P62714,PPP2CB,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,P62714,PP2AB_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0006618133686300463,39.466156,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,9579.669921875,4322.5966796875,5103.23095703125,32492.248046875,25524.8984375,24477.99609375,5752.91845703125,NaN,NaN,NaN,NaN,NaN,14660.5380859375,10240.47265625,NaN
P62745,P62745,RHOB,Rho-related GTP-binding protein RhoB,P62745,RHOB_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.88802,0,0,0,1,2,0,2,2,2,0,0,1,2,2,0,2,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,7119.7275390625,14002.3720703125,NaN,17357.111328125,10282.9453125,12677.759765625,NaN,NaN,12086.068359375,4885.52490234375,5010.51611328125,NaN,9796.873046875,NaN,4431.26513671875
P62750,P62750,RPL23A,60S ribosomal protein L23a,P62750,RL23A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.447277,23,27,24,26,27,28,31,32,30,30,29,27,30,29,30,32,30,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,298295.40625,264317.40625,294214.75,167012.421875,155352.890625,178672.65625,344868.90625,320318.78125,305632.75,302133.4375,313673.375,221743.125,220632.6875,262248.9375,216524.34375,312291.6875,331240.03125,331379.8125
P62753,P62753,RPS6,40S ribosomal protein S6,P62753,RS6_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.89186,16,15,17,12,12,12,18,18,20,18,20,18,13,12,16,20,20,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,577891.125,345591.75,584952.25,105967.1640625,122000.9296875,94329.3046875,211989.359375,245031.375,415443.1875,601771.5,837915.5625,400308.5,140429.171875,63134.97265625,158358.8125,543689.8125,542646.4375,489608.15625
P62805,P62805,H4C1,Histone H4,P62805,H4_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.0575,7,7,5,7,10,6,9,10,10,9,10,7,10,10,9,10,9,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61487.46875,68545.796875,80743.8984375,54993.81640625,229398,35891.375,86127.4375,63666.14453125,95829.9375,130220.0703125,173812.625,98534.5234375,93608.671875,97240.2109375,102882.390625,138358.515625,124534.5703125,122701.4609375
P62826,P62826,RAN,GTP-binding nuclear protein Ran,P62826,RAN_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.50155,18,16,20,19,20,19,20,21,22,20,20,21,20,16,18,21,22,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,192511.765625,213392.578125,349431.75,148477.5625,163236.203125,143725.84375,174415.265625,147166.453125,299994.21875,272047.0625,242239.53125,283328.90625,147635.859375,143241.875,158440.671875,309893.71875,153008.484375,172804.953125
P62829,P62829,RPL23,60S ribosomal protein L23,P62829,RL23_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.37675,19,17,18,18,19,20,20,20,20,20,20,20,20,19,20,20,20,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,321395.9375,214288.390625,294440.8125,119462.09375,119730.625,142218.546875,183781.640625,197138.765625,257778.375,389344.8125,530624.9375,256503.265625,179913.578125,180980.75,177563.515625,368165.96875,368044.75,332342.78125
P62834,P62834,RAP1A,Ras-related protein Rap-1A,P62834,RAP1A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.833805,2,2,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13277.6611328125,10619.4677734375,23981.68359375,33072.1484375,25200.228515625,28879.205078125,23508.947265625,17621.623046875,28046.107421875,15582.791015625,11325.626953125,21346.12109375,28563.130859375,23892.51171875,27238.77734375,26692.75390625,9400.01171875,14403.76953125
P62841,P62841,RPS15,40S ribosomal protein S15,P62841,RS15_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.486755,8,10,9,9,11,7,17,16,20,20,20,20,10,10,8,20,20,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34244.53515625,19901.9609375,21448.109375,12767.53125,11602.23046875,9129.2578125,14302.46875,14226.63671875,25699.111328125,33353.64453125,42753.3671875,14648.42578125,10893.8798828125,10061.919921875,16475.03125,28841.275390625,32223.5,27582.18359375
P62847,P62847,RPS24,40S ribosomal protein S24,P62847,RS24_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.913006,13,12,14,7,9,8,11,13,15,15,15,13,12,4,11,15,15,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127157.0859375,84212.8984375,109699.34375,8899.4501953125,18959.998046875,12715.61328125,42798.17578125,47263.4140625,80063.5703125,124364.6171875,172411.859375,84145.0234375,15788.9833984375,6186.2099609375,17196.19140625,95264.046875,97505.421875,84765.8671875
P62851,P62851,RPS25,40S ribosomal protein S25,P62851,RS25_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.178585,8,8,7,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1130450.5,881316.3125,1017083.125,904289.375,762570.125,846918.625,635563.9375,766815.125,817507.625,1504205.625,1710662.75,992662.9375,891622.5,891046.75,752875.875,1112643.875,1070362.75,919907.25
P62854;Q5JNZ5,P62854;Q5JNZ5,RPS26;RPS26P11,40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1,P62854;Q5JNZ5,RS26_HUMAN;RS26L_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.659035,8,8,7,5,6,5,7,8,9,9,9,8,7,4,7,9,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,193520.515625,124910.5546875,211650.421875,23806.900390625,34814.75,36288.8125,80007.0703125,90930.6171875,166013.203125,169272.078125,209037.78125,119021.1875,30173.046875,12229.6123046875,36196.33203125,174037.171875,154370.78125,140603.765625
P62857,P62857,RPS28,40S ribosomal protein S28,P62857,RS28_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.49951,4,4,4,6,6,5,5,6,5,6,6,6,4,5,4,6,5,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,437885.28125,474536.09375,407705.8125,314272.59375,361092.1875,444425.9375,235626.96875,232180.859375,294842.4375,369686.5,324750.6875,566413.875,194131.296875,208132.921875,153424.984375,224844.375,222681.28125,344064.375
P62861,P62861,FAU,40S ribosomal protein S30,P62861,RS30_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,43.90795,8,8,8,7,7,7,7,8,8,7,8,8,7,6,7,8,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,588984,519276.96875,544228,25528.84765625,28922.2421875,29987.34375,215028.03125,244577.265625,216975.953125,416456.125,448853.65625,296309.78125,36186.82421875,40461.796875,32762.091796875,195815.703125,215758.40625,208058.515625
P62873,P62873,GNB1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,P62873,GBB1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.136555,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5300.90185546875,7154.6806640625,9062.919921875,9341.7041015625,11816.5361328125,9747.5322265625,28819.259765625,18363.8359375,21427.95703125,8168.88037109375,7691.24462890625,8831.7265625,7883.765625,6857.0673828125,11267.6904296875,13789.0595703125,8242.0693359375,8822.8173828125
P62875,P62875,POLR2L,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",P62875,RPAB5_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.146122,3,5,5,6,6,7,6,6,5,8,7,7,7,7,7,8,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,109937.0234375,68895.578125,99268.015625,92002.6328125,95715.8203125,85155.1875,71561.609375,74376.984375,62550.33984375,101102.2890625,128157.703125,95208.9140625,93359.203125,104364.625,99523.40625,85686.7265625,100023.78125,93392.46875
